SSN Prefix,Years Issued
370-09-####,1936-1950
370-10-####,1936-1950
370-11-####,1989-1992
370-12-####,1936-1950
370-13-####,1989-1992
370-14-####,1936-1950
370-15-####,1993-unknown
370-16-####,1936-1950
370-17-####,1994-unknown
370-18-####,1936-1950
370-19-####,1995-unknown
370-20-####,1936-1950
370-21-####,1997-1998
370-22-####,1936-1950
370-23-####,1998-unknown
370-24-####,1936-1950
370-25-####,2000-unknown
370-26-####,1936-1950
370-27-####,2001-unknown
370-28-####,1936-1950
370-29-####,2003-2004
370-30-####,1936-1950
370-31-####,2004-2006
370-32-####,1936-1950
370-33-####,2006-2008
370-34-####,1951-1952
370-35-####,2008-2009
370-36-####,1953-1954
370-37-####,2009-2011
370-38-####,1955-unknown
370-40-####,1956-1957
370-42-####,1958-1959
370-44-####,1960-1961
370-46-####,1962-unknown
370-48-####,1963-unknown
370-50-####,1964-unknown
370-52-####,1965-unknown
370-54-####,1966-unknown
370-56-####,1967-unknown
370-58-####,1968-unknown
370-60-####,1969-unknown
370-62-####,1970-unknown
370-64-####,1971-unknown
370-66-####,1972-unknown
370-68-####,1973-unknown
370-70-####,1973-unknown
370-72-####,1974-unknown
370-74-####,1974-unknown
370-76-####,1975-unknown
370-78-####,1976-unknown
370-80-####,1977-unknown
370-82-####,1977-unknown
370-84-####,1978-1979
370-86-####,1980-unknown
370-88-####,1981-unknown
370-90-####,1982-unknown
370-92-####,1983-unknown
370-94-####,1984-unknown
370-96-####,1985-unknown
370-98-####,1986-unknown
371-01-####,1936-1950
371-02-####,1987-unknown
371-03-####,1936-1950
371-04-####,1988-unknown
371-05-####,1936-1950
371-06-####,1988-unknown
371-07-####,1936-1950
371-08-####,1989-1992
371-09-####,1936-1950
371-10-####,1936-1950
371-11-####,1989-1992
371-12-####,1936-1950
371-13-####,1989-1992
371-14-####,1936-1950
371-15-####,1993-unknown
371-16-####,1936-1950
371-17-####,1994-unknown
371-18-####,1936-1950
371-19-####,1995-unknown
371-20-####,1936-1950
371-21-####,1997-1998
371-22-####,1936-1950
371-23-####,1998-unknown
371-24-####,1936-1950
371-25-####,2000-unknown
371-26-####,1936-1950
371-27-####,2001-unknown
371-28-####,1936-1950
371-29-####,2003-2004
371-30-####,1936-1950
371-31-####,2004-2006
371-32-####,1936-1950
371-33-####,2006-2008
371-34-####,1951-1952
371-35-####,2008-2009
371-36-####,1953-1954
371-37-####,2009-2011
371-38-####,1955-unknown
371-40-####,1956-1957
371-42-####,1958-1959
371-44-####,1960-1961
371-46-####,1962-unknown
371-48-####,1963-unknown
371-50-####,1964-unknown
371-52-####,1965-unknown
371-54-####,1966-unknown
371-56-####,1967-unknown
371-58-####,1968-unknown
371-60-####,1969-unknown
371-62-####,1970-unknown
371-64-####,1971-unknown
371-66-####,1972-unknown
371-68-####,1973-unknown
371-70-####,1973-unknown
371-72-####,1974-unknown
371-74-####,1975-unknown
371-76-####,1975-unknown
371-78-####,1976-unknown
371-80-####,1977-unknown
371-82-####,1977-unknown
371-84-####,1978-1979
371-86-####,1980-unknown
371-88-####,1981-unknown
371-90-####,1982-unknown
371-92-####,1983-unknown
371-94-####,1984-unknown
371-96-####,1985-unknown
371-98-####,1986-unknown
372-01-####,1936-1950
372-02-####,1987-unknown
372-03-####,1936-1950
372-04-####,1988-unknown
372-05-####,1936-1950
372-06-####,1988-unknown
372-07-####,1936-1950
372-08-####,1989-1992
372-09-####,1936-1950
372-10-####,1936-1950
372-11-####,1989-1992
372-12-####,1936-1950
372-13-####,1989-1992
372-14-####,1936-1950
372-15-####,1993-unknown
372-16-####,1936-1950
372-17-####,1994-unknown
372-18-####,1936-1950
372-19-####,1995-unknown
372-20-####,1936-1950
372-21-####,1997-1998
372-22-####,1936-1950
372-23-####,1998-unknown
372-24-####,1936-1950
372-25-####,2000-unknown
372-26-####,1936-1950
372-27-####,2001-2002
372-28-####,1936-1950
372-29-####,2003-2004
372-30-####,1936-1950
372-31-####,2004-2006
372-32-####,1951-unknown
372-33-####,2006-2008
372-34-####,1952-unknown
372-35-####,2008-2009
372-36-####,1953-1954
372-37-####,2009-2011
372-38-####,1955-unknown
372-40-####,1956-1957
372-42-####,1958-1959
372-44-####,1960-1961
372-46-####,1962-unknown
372-48-####,1963-unknown
372-50-####,1964-unknown
372-52-####,1965-unknown
372-54-####,1966-unknown
372-56-####,1967-unknown
372-58-####,1968-unknown
372-60-####,1969-unknown
372-62-####,1970-unknown
372-64-####,1971-unknown
372-66-####,1972-unknown
372-68-####,1973-unknown
372-70-####,1973-unknown
372-72-####,1974-unknown
372-74-####,1975-unknown
372-76-####,1975-unknown
372-78-####,1976-unknown
372-80-####,1977-unknown
372-82-####,1977-unknown
372-84-####,1978-1979
372-86-####,1980-unknown
372-88-####,1981-unknown
372-90-####,1982-unknown
372-92-####,1983-unknown
372-94-####,1984-unknown
372-96-####,1985-unknown
372-98-####,1986-unknown
373-01-####,1936-1950
373-02-####,1987-unknown
373-03-####,1936-1950
373-04-####,1988-unknown
373-05-####,1936-1950
373-06-####,1988-unknown
373-07-####,1936-1950
373-08-####,1989-1992
373-09-####,1936-1950
373-10-####,1936-1950
373-11-####,1989-1992
373-12-####,1936-1950
373-13-####,1989-1992
373-14-####,1936-1950
373-15-####,1993-unknown
373-16-####,1936-1950
373-17-####,1994-unknown
373-18-####,1936-1950
373-19-####,1995-unknown
373-20-####,1936-1950
373-21-####,1997-1998
373-22-####,1936-1950
373-23-####,1998-unknown
373-24-####,1936-1950
373-25-####,2000-unknown
373-26-####,1936-1950
373-27-####,2001-2002
373-28-####,1936-1950
373-29-####,2003-2004
373-30-####,1936-1950
373-31-####,2004-2006
373-32-####,1951-unknown
373-33-####,2006-2008
373-34-####,1952-unknown
373-35-####,2008-2009
373-36-####,1953-1954
373-37-####,2009-2011
373-38-####,1955-unknown
373-40-####,1956-1957
373-42-####,1958-1959
373-44-####,1960-1961
373-46-####,1962-unknown
373-48-####,1963-unknown
373-50-####,1964-unknown
373-52-####,1965-unknown
373-54-####,1966-unknown
373-56-####,1967-unknown
373-58-####,1968-unknown
373-60-####,1969-unknown
373-62-####,1970-unknown
373-64-####,1971-unknown
373-66-####,1972-unknown
373-68-####,1973-unknown
373-70-####,1973-unknown
373-72-####,1974-unknown
373-74-####,1975-unknown
373-76-####,1976-unknown
373-78-####,1976-unknown
373-80-####,1977-unknown
373-82-####,1977-1978
373-84-####,1979-unknown
373-86-####,1980-unknown
373-88-####,1981-unknown
373-90-####,1982-unknown
373-92-####,1983-unknown
373-94-####,1984-unknown
373-96-####,1985-unknown
373-98-####,1986-unknown
374-01-####,1936-1950
374-02-####,1987-unknown
374-03-####,1936-1950
374-04-####,1988-unknown
374-05-####,1936-1950
374-06-####,1988-unknown
374-07-####,1936-1950
374-08-####,1989-1992
374-09-####,1936-1950
374-10-####,1936-1950
374-11-####,1989-1992
374-12-####,1936-1950
374-13-####,1989-1992
374-14-####,1936-1950
374-15-####,1993-unknown
374-16-####,1936-1950
374-17-####,1994-unknown
374-18-####,1936-1950
374-19-####,1995-unknown
374-20-####,1936-1950
374-21-####,1997-1998
374-22-####,1936-1950
374-23-####,1999-unknown
374-24-####,1936-1950
374-25-####,2000-unknown
374-26-####,1936-1950
374-27-####,2001-2002
374-28-####,1936-1950
374-29-####,2003-2005
374-30-####,1936-1950
374-31-####,2005-2006
374-32-####,1936-1950
374-33-####,2006-2008
374-34-####,1951-1952
374-35-####,2008-2009
374-36-####,1953-1954
374-37-####,2009-2011
374-38-####,1955-unknown
374-40-####,1956-1958
374-42-####,1959-unknown
374-44-####,1960-1961
374-46-####,1962-unknown
374-48-####,1963-unknown
374-50-####,1964-unknown
374-52-####,1965-unknown
374-54-####,1966-unknown
374-56-####,1967-unknown
374-58-####,1968-unknown
374-60-####,1969-unknown
374-62-####,1970-unknown
374-64-####,1971-unknown
374-66-####,1972-unknown
374-68-####,1973-unknown
374-70-####,1973-unknown
374-72-####,1974-unknown
374-74-####,1975-unknown
374-76-####,1976-unknown
374-78-####,1976-unknown
374-80-####,1977-unknown
374-82-####,1977-1978
374-84-####,1979-unknown
374-86-####,1980-unknown
374-88-####,1981-unknown
374-90-####,1982-unknown
374-92-####,1983-unknown
374-94-####,1984-unknown
374-96-####,1985-1986
374-98-####,1987-unknown
375-01-####,1936-1950
375-02-####,1987-unknown
375-03-####,1936-1950
375-04-####,1988-unknown
375-05-####,1936-1950
375-06-####,1988-unknown
375-07-####,1936-1950
375-08-####,1989-1992
375-09-####,1936-1950
375-10-####,1936-1950
375-11-####,1989-1992
375-12-####,1936-1950
375-13-####,1989-1992
375-14-####,1936-1950
375-15-####,1993-unknown
375-16-####,1936-1950
375-17-####,1994-unknown
375-18-####,1936-1950
375-19-####,1996-1998
375-20-####,1936-1950
375-21-####,1998-unknown
375-22-####,1936-1950
