SSN Prefix,Years Issued
147-64-####,1976-unknown
147-66-####,1977-1978
147-68-####,1979-unknown
147-70-####,1980-unknown
147-72-####,1981-1982
147-74-####,1983-unknown
147-76-####,1984-unknown
147-78-####,1985-1986
147-80-####,1987-unknown
147-82-####,1987-unknown
147-84-####,1988-unknown
147-86-####,1989-1992
147-88-####,1989-1992
147-90-####,1989-1992
147-92-####,1989-1992
147-94-####,1993-unknown
147-96-####,1994-unknown
147-98-####,1996-unknown
148-01-####,1936-1950
148-02-####,1997-1998
148-03-####,1936-1950
148-04-####,1998-unknown
148-05-####,1936-1950
148-06-####,2000-unknown
148-07-####,1936-1950
148-08-####,2001-unknown
148-09-####,1936-1950
148-10-####,1936-1950
148-11-####,2002-2003
148-12-####,1936-1950
148-13-####,2003-2005
148-14-####,1936-1950
148-15-####,2005-2006
148-16-####,1936-1950
148-17-####,2006-2007
148-18-####,1936-1950
148-19-####,2007-2009
148-20-####,1936-1950
148-21-####,2009-2010
148-22-####,1936-1950
148-23-####,2010-2011
148-24-####,1936-1950
148-26-####,1951-1952
148-28-####,1953-1954
148-30-####,1955-1956
148-32-####,1957-1959
148-34-####,1960-1961
148-36-####,1962-unknown
148-38-####,1963-unknown
148-40-####,1964-1965
148-42-####,1966-unknown
148-44-####,1967-unknown
148-46-####,1968-unknown
148-48-####,1969-unknown
148-50-####,1970-unknown
148-52-####,1971-unknown
148-54-####,1972-unknown
148-56-####,1972-unknown
148-58-####,1973-1974
148-60-####,1975-unknown
148-62-####,1976-unknown
148-64-####,1977-unknown
148-66-####,1977-1978
148-68-####,1979-unknown
148-70-####,1980-unknown
148-72-####,1981-1982
148-74-####,1983-unknown
148-76-####,1984-unknown
148-78-####,1985-1986
148-80-####,1987-unknown
148-82-####,1987-unknown
148-84-####,1988-unknown
148-86-####,1989-1992
148-88-####,1989-1992
148-90-####,1989-1992
148-92-####,1989-1992
148-94-####,1993-unknown
148-96-####,1994-unknown
148-98-####,1996-unknown
149-01-####,1936-1950
149-02-####,1997-1998
149-03-####,1936-1950
149-04-####,1998-unknown
149-05-####,1936-1950
149-06-####,2000-unknown
149-07-####,1936-1950
149-08-####,2001-unknown
149-09-####,1936-1950
149-10-####,1936-1950
149-11-####,2002-2003
149-12-####,1936-1950
149-13-####,2003-2005
149-14-####,1936-1950
149-15-####,2005-2006
149-16-####,1936-1950
149-17-####,2006-2007
149-18-####,1936-1950
149-19-####,2007-2009
149-20-####,1936-1950
149-21-####,2009-2010
149-22-####,1936-1950
149-23-####,2010-2011
149-24-####,1936-1950
149-26-####,1951-1952
149-28-####,1953-1954
149-30-####,1955-1957
149-32-####,1958-1959
149-34-####,1960-1961
149-36-####,1962-unknown
149-38-####,1963-unknown
149-40-####,1964-1965
149-42-####,1966-unknown
149-44-####,1967-unknown
149-46-####,1968-unknown
149-48-####,1969-1970
149-50-####,1971-unknown
149-52-####,1971-unknown
149-54-####,1972-unknown
149-56-####,1972-unknown
149-58-####,1973-1974
149-60-####,1975-unknown
149-62-####,1976-unknown
149-64-####,1977-unknown
149-66-####,1977-1978
149-68-####,1979-unknown
149-70-####,1980-unknown
149-72-####,1981-1982
149-74-####,1983-unknown
149-76-####,1984-unknown
149-78-####,1985-1986
149-80-####,1987-unknown
149-82-####,1987-unknown
149-84-####,1988-unknown
149-86-####,1989-1992
149-88-####,1989-1992
149-90-####,1989-1992
149-92-####,1989-1992
149-94-####,1993-unknown
149-96-####,1994-unknown
149-98-####,1996-unknown
150-01-####,1936-1950
150-02-####,1997-1998
150-03-####,1936-1950
150-04-####,1998-unknown
150-05-####,1936-1950
150-06-####,2000-unknown
150-07-####,1936-1950
150-08-####,2001-unknown
150-09-####,1936-1950
150-10-####,1936-1950
150-11-####,2002-2004
150-12-####,1936-1950
150-13-####,2004-2005
150-14-####,1936-1950
150-15-####,2005-2006
150-16-####,1936-1950
150-17-####,2006-2008
150-18-####,1936-1950
150-19-####,2008-2009
150-20-####,1936-1950
150-21-####,2009-2010
150-22-####,1936-1950
150-23-####,2010-2011
150-24-####,1936-1950
150-26-####,1951-1952
150-28-####,1953-1954
150-30-####,1955-1957
150-32-####,1958-1959
150-34-####,1960-1961
150-36-####,1962-unknown
150-38-####,1963-unknown
150-40-####,1964-1965
150-42-####,1966-unknown
150-44-####,1967-unknown
150-46-####,1968-unknown
150-48-####,1969-1970
150-50-####,1971-unknown
150-52-####,1971-unknown
150-54-####,1972-unknown
150-56-####,1972-unknown
150-58-####,1973-1974
150-60-####,1975-unknown
150-62-####,1976-unknown
150-64-####,1977-unknown
150-66-####,1977-1978
150-68-####,1979-unknown
150-70-####,1980-unknown
150-72-####,1981-1982
150-74-####,1983-unknown
150-76-####,1984-unknown
150-78-####,1985-1986
150-80-####,1987-unknown
150-82-####,1987-unknown
150-84-####,1988-unknown
150-86-####,1989-1992
150-88-####,1989-1992
150-90-####,1989-1992
150-92-####,1989-1992
150-94-####,1993-unknown
150-96-####,1994-unknown
150-98-####,1996-unknown
151-01-####,1936-1950
151-02-####,1997-1998
151-03-####,1936-1950
151-04-####,1998-unknown
151-05-####,1936-1950
151-06-####,2000-unknown
151-07-####,1936-1950
151-08-####,2001-unknown
151-09-####,1936-1950
151-10-####,1936-1950
151-11-####,2002-2004
151-12-####,1936-1950
151-13-####,2004-2005
151-14-####,1936-1950
151-15-####,2005-2006
151-16-####,1936-1950
151-17-####,2006-2008
151-18-####,1936-1950
151-19-####,2008-2009
151-20-####,1936-1950
151-21-####,2009-2010
151-22-####,1936-1950
151-23-####,2010-2011
151-24-####,1936-1950
151-26-####,1951-1952
151-28-####,1953-1955
151-30-####,1956-1957
151-32-####,1958-1959
151-34-####,1960-1961
151-36-####,1962-unknown
151-38-####,1963-1964
151-40-####,1965-unknown
151-42-####,1966-unknown
151-44-####,1967-unknown
